person_odid,person_name,movies,detail,image_url,wiki_race_tag_actors,wiki_race_tag_directors,gender,tmdb_id,DOB,race_predicted,race4_predicted,gender_predicted,age_predicted,race_scores_fair,race_scores_fair_4,age_scores_fair,gender_scores_fair,in_actorlist,in_directorlist
39750401,Leonardo DiCaprio,['Titanic'],"{'adult': False, 'gender': 2, 'id': 6193, 'known_for_department': 'Acting', 'name': 'Leonardo DiCaprio', 'original_name': 'Leonardo DiCaprio', 'popularity': 6.2451, 'profile_path': '/wo2hJpn04vbtmh0B9utCFdsQhxM.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg', 'id': 27205, 'title': 'Inception', 'original_title': 'Inception', 'overview': 'Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person\'s idea into a target\'s subconscious.', 'poster_path': '/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 24.9932, 'release_date': '2010-07-15', 'video': False, 'vote_average': 8.37, 'vote_count': 38073}, {'adult': False, 'backdrop_path': '/tupgjqhWx5oieQrdyesO3aclUX9.jpg', 'id': 597, 'title': 'Titanic', 'original_title': 'Titanic', 'overview': ""101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."", 'poster_path': '/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749], 'popularity': 21.7272, 'release_date': '1997-11-18', 'video': False, 'vote_average': 7.905, 'vote_count': 26388}, {'adult': False, 'backdrop_path': '/7Nwnmyzrtd0FkcRyPqmdzTPppQa.jpg', 'id': 106646, 'title': 'The Wolf of Wall Street', 'original_title': 'The Wolf of Wall Street', 'overview': ""A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."", 'poster_path': '/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [80, 18, 35], 'popularity': 19.7459, 'release_date': '2013-12-25', 'video': False, 'vote_average': 8.028, 'vote_count': 25064}]}",https://image.tmdb.org/t/p/w500/wo2hJpn04vbtmh0B9utCFdsQhxM.jpg,White,,2.0,6193,1974-11-11,White,White,Male,30-39,"[0.5519263744354248, 0.0022383960895240307, 0.4149550497531891, 0.001488292240537703, 0.002279921667650342, 0.00864520575851202, 0.018466753885149956]","[0.9654868245124817, 0.007052367087453604, 0.013952433131635189, 0.013508416712284088]","[2.1360870050557423e-06, 1.1497062587295659e-05, 0.0005124484887346625, 0.07650598138570786, 0.7166967988014221, 0.20142114162445068, 0.004805950913578272, 4.356111094239168e-05, 4.956593215865723e-07]","[0.9991791844367981, 0.0008208307554014027]",True,False
48440401,Carrie Fisher,['Star Wars Ep. IV: A New Hope'],,,,,0.0,,,,,,,,,,,True,False
50340401,Megan Fox,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 1, 'id': 19537, 'known_for_department': 'Acting', 'name': 'Megan Fox', 'original_name': 'Megan Fox', 'popularity': 3.8513, 'profile_path': '/zQp2YM0zbC27Ws97LNbyicysk8p.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/9yEP30ajNWAtAOGvqmxBOIRY260.jpg', 'id': 19994, 'title': ""Jennifer's Body"", 'original_title': ""Jennifer's Body"", 'overview': ""Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late."", 'poster_path': '/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [27, 35], 'popularity': 7.8338, 'release_date': '2009-09-18', 'video': False, 'vote_average': 5.978, 'vote_count': 4046}]}",https://image.tmdb.org/t/p/w500/zQp2YM0zbC27Ws97LNbyicysk8p.jpg,,,1.0,19537,1986-05-16,Latino_Hispanic,Indian,Female,20-29,"[0.03842921182513237, 0.0019749398343265057, 0.6161289811134338, 0.0005007425788789988, 0.0007646700250916183, 0.28386420011520386, 0.0583372563123703]","[0.25847381353378296, 0.08369597792625427, 0.012880505993962288, 0.644949734210968]","[5.234861433223159e-09, 4.582504334393889e-05, 0.051778946071863174, 0.8288037776947021, 0.11880220472812653, 0.0005678206798620522, 1.3434951142698992e-06, 1.259717041790509e-08, 1.0466102984274528e-10]","[5.258022611087654e-06, 0.9999947547912598]",True,False
60740401,Mark Hamill,['Star Wars Ep. IV: A New Hope'],,,,,0.0,,,,,,,,,,,True,False
78970401,Keira Knightley,['Pirates of the Caribbean: Dead Man’s Chest'],"{'adult': False, 'gender': 1, 'id': 116, 'known_for_department': 'Acting', 'name': 'Keira Knightley', 'original_name': 'Keira Knightley', 'popularity': 7.3409, 'profile_path': '/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/gLQoJ9P79g501oEEtrN8zMlCPpx.jpg', 'id': 205596, 'title': 'The Imitation Game', 'original_title': 'The Imitation Game', 'overview': ""Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II."", 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [36, 18, 53, 10752], 'popularity': 9.4629, 'release_date': '2014-11-14', 'video': False, 'vote_average': 7.992, 'vote_count': 17577}, {'adult': False, 'backdrop_path': '/x4OYcZVHggyZHOrvkCo2HH9kLkF.jpg', 'id': 4348, 'title': 'Pride & Prejudice', 'original_title': 'Pride & Prejudice', 'overview': ""A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages."", 'poster_path': '/v5gShop7147X33ytbcC2u05KDuc.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749], 'popularity': 9.4349, 'release_date': '2005-09-16', 'video': False, 'vote_average': 8.06, 'vote_count': 8440}, {'adult': False, 'backdrop_path': '/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg', 'id': 58, 'title': ""Pirates of the Caribbean: Dead Man's Chest"", 'original_title': ""Pirates of the Caribbean: Dead Man's Chest"", 'overview': ""Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."", 'poster_path': '/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 19.471, 'release_date': '2006-07-06', 'video': False, 'vote_average': 7.371, 'vote_count': 16638}]}",https://image.tmdb.org/t/p/w500/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg,,,1.0,116,1985-03-26,White,White,Female,20-29,"[0.975827693939209, 2.5967749479605118e-06, 0.0037458629813045263, 0.00023180556308943778, 7.137958891689777e-05, 0.00014428922440856695, 0.01997637376189232]","[0.9980723857879639, 2.4951283194241114e-05, 0.0010240289848297834, 0.0008785197860561311]","[5.507184153152878e-10, 4.788431851920905e-06, 0.07008862495422363, 0.8707261681556702, 0.058651670813560486, 0.0005283424397930503, 4.222752352234238e-07, 4.47775505563186e-09, 1.008291714010845e-10]","[3.7191693991189823e-06, 0.9999963045120239]",True,False
80850401,Shia LaBeouf,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 10959, 'known_for_department': 'Acting', 'name': 'Shia LaBeouf', 'original_name': 'Shia LaBeouf', 'popularity': 2.5117, 'profile_path': '/ljlpaXEManszxIcshYQoqo4au03.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/c9SDd0yIb5gyqiOw9iTB87LEfP7.jpg', 'id': 38356, 'title': 'Transformers: Dark of the Moon', 'original_title': 'Transformers: Dark of the Moon', 'overview': 'The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.', 'poster_path': '/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 2.2196, 'release_date': '2011-06-28', 'video': False, 'vote_average': 6.219, 'vote_count': 8657}]}",https://image.tmdb.org/t/p/w500/ljlpaXEManszxIcshYQoqo4au03.jpg,White,,2.0,10959,1986-06-11,White,White,Male,20-29,"[0.9032259583473206, 0.00023644878820050508, 0.05812787264585495, 0.0003962423943448812, 0.00045573589159175754, 0.0012235497124493122, 0.036334168165922165]","[0.9686431884765625, 0.0014771649148315191, 0.00380295910872519, 0.02607678808271885]","[5.6799117373884656e-06, 0.00023899858933873475, 0.01502607949078083, 0.606054961681366, 0.3656412959098816, 0.01294850092381239, 8.365519170183688e-05, 8.069198997873173e-07, 1.502628776961501e-08]","[0.9999940395355225, 6.009406206430867e-06]",True,False
83480401,Heath Ledger,['The Dark Knight'],"{'adult': False, 'gender': 2, 'id': 1810, 'known_for_department': 'Acting', 'name': 'Heath Ledger', 'original_name': 'Heath Ledger', 'popularity': 3.0086, 'profile_path': '/p2z2bURSg7nuMsN9P2s61e2RvNz.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg', 'id': 155, 'title': 'The Dark Knight', 'original_title': 'The Dark Knight', 'overview': 'Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.', 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 28, 80, 53], 'popularity': 32.9421, 'release_date': '2008-07-16', 'video': False, 'vote_average': 8.524, 'vote_count': 34536}, {'adult': False, 'backdrop_path': '/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg', 'id': 4951, 'title': '10 Things I Hate About You', 'original_title': '10 Things I Hate About You', 'overview': 'On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.', 'poster_path': '/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [35, 10749, 18], 'popularity': 11.2506, 'release_date': '1999-03-30', 'video': False, 'vote_average': 7.592, 'vote_count': 8565}, {'adult': False, 'backdrop_path': '/vXzqV2RtJlT9WhNEM4NYWCEC6ZI.jpg', 'id': 142, 'title': 'Brokeback Mountain', 'original_title': 'Brokeback Mountain', 'overview': 'In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.', 'poster_path': '/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749], 'popularity': 8.0156, 'release_date': '2005-10-22', 'video': False, 'vote_average': 7.786, 'vote_count': 7302}]}",https://image.tmdb.org/t/p/w500/p2z2bURSg7nuMsN9P2s61e2RvNz.jpg,White,,2.0,1810,1979-04-04,White,White,Male,20-29,"[0.8000125288963318, 0.0007203573477454484, 0.09853428602218628, 0.00018136424478143454, 0.0002080515696434304, 0.0001496465556556359, 0.10019372403621674]","[0.9986459612846375, 0.0004845408839173615, 0.0008391235605813563, 3.035062036360614e-05]","[1.167941036328557e-06, 0.00018717852071858943, 0.12933187186717987, 0.6574232578277588, 0.20455318689346313, 0.008384812623262405, 0.00011673186236293986, 1.8625878510647453e-06, 3.511016544166523e-08]","[0.9964615702629089, 0.003538388293236494]",True,False
86720401,Jake Lloyd,['Star Wars Ep. I: The Phantom Menace'],,,,,0.0,,,,,,,,,,,True,False
90320401,Tobey Maguire,['Spider-Man'],"{'adult': False, 'gender': 2, 'id': 2219, 'known_for_department': 'Acting', 'name': 'Tobey Maguire', 'original_name': 'Tobey Maguire', 'popularity': 2.3218, 'profile_path': '/s6PwSvq6gC7PGEjIku69tPbvR8M.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/qJzloL8O9YHhiWBrhlPfKAtZu2I.jpg', 'id': 557, 'title': 'Spider-Man', 'original_title': 'Spider-Man', 'overview': 'After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.', 'poster_path': '/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878], 'popularity': 16.0604, 'release_date': '2002-05-01', 'video': False, 'vote_average': 7.3, 'vote_count': 19964}, {'adult': False, 'backdrop_path': '/8G6HCS82vNxgg5wp7oBDSk32XpF.jpg', 'id': 558, 'title': 'Spider-Man 2', 'original_title': 'Spider-Man 2', 'overview': ""Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well..."", 'poster_path': '/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 7.1207, 'release_date': '2004-06-25', 'video': False, 'vote_average': 7.296, 'vote_count': 15785}, {'adult': False, 'backdrop_path': '/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg', 'id': 559, 'title': 'Spider-Man 3', 'original_title': 'Spider-Man 3', 'overview': 'The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.', 'poster_path': '/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 13.7698, 'release_date': '2007-05-01', 'video': False, 'vote_average': 6.447, 'vote_count': 14728}]}",https://image.tmdb.org/t/p/w500/s6PwSvq6gC7PGEjIku69tPbvR8M.jpg,Mixed,,2.0,2219,1975-06-27,White,White,Male,30-39,"[0.996112048625946, 1.2545633580884896e-06, 0.0017893885960802436, 2.203408075729385e-05, 3.746729635167867e-05, 0.00027925806352868676, 0.0017584265442565084]","[0.9994903802871704, 1.77206293301424e-05, 0.0001298942370340228, 0.0003619955386966467]","[5.681068273588608e-07, 1.1307300155749545e-05, 0.0006409574998542666, 0.19682155549526215, 0.7136028409004211, 0.08840806037187576, 0.0005132613587193191, 1.4442924793911516e-06, 4.203433334737383e-08]","[0.9999682903289795, 3.172512515448034e-05]",True,False
104060401,Mike Myers,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12073, 'known_for_department': 'Acting', 'name': 'Mike Myers', 'original_name': 'Mike Myers', 'popularity': 2.1916, 'profile_path': '/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg', 'id': 810, 'title': 'Shrek the Third', 'original_title': 'Shrek the Third', 'overview': 'The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.', 'poster_path': '/n4SexGGQzI26E269tfpa80MZaGV.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [14, 12, 16, 35, 10751], 'popularity': 11.8082, 'release_date': '2007-05-17', 'video': False, 'vote_average': 6.299, 'vote_count': 9428}]}",https://image.tmdb.org/t/p/w500/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg,White,,2.0,12073,1963-05-25,White,White,Male,40-49,"[0.9545515775680542, 2.1892481527174823e-05, 0.025352759286761284, 0.0006190208368934691, 0.0005422377726063132, 0.0003845613682642579, 0.018527977168560028]","[0.9822708964347839, 0.0003150847624056041, 0.015964338555932045, 0.0014496559742838144]","[4.339189672464272e-06, 3.716016362886876e-05, 0.004605138674378395, 0.028868483379483223, 0.2632170617580414, 0.5480228662490845, 0.14969675242900848, 0.005434934515506029, 0.00011325014929752797]","[0.9941374063491821, 0.005862541496753693]",True,False
106110401,Bill Nighy,['Pirates of the Caribbean: Dead Man’s Chest'],"{'adult': False, 'gender': 2, 'id': 2440, 'known_for_department': 'Acting', 'name': 'Bill Nighy', 'original_name': 'Bill Nighy', 'popularity': 2.3082, 'profile_path': '/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg', 'id': 58, 'title': ""Pirates of the Caribbean: Dead Man's Chest"", 'original_title': ""Pirates of the Caribbean: Dead Man's Chest"", 'overview': ""Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."", 'poster_path': '/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 19.471, 'release_date': '2006-07-06', 'video': False, 'vote_average': 7.371, 'vote_count': 16638}, {'adult': False, 'backdrop_path': '/fzZmcKQv7ZTGIiPvocPhNs3wUyK.jpg', 'id': 122906, 'title': 'About Time', 'original_title': 'About Time', 'overview': ""The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us."", 'poster_path': '/iR1bVfURbN7r1C46WHFbwCkVve.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749, 14], 'popularity': 8.6806, 'release_date': '2013-09-04', 'video': False, 'vote_average': 7.9, 'vote_count': 8910}, {'adult': False, 'backdrop_path': '/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg', 'id': 285, 'title': ""Pirates of the Caribbean: At World's End"", 'original_title': ""Pirates of the Caribbean: At World's End"", 'overview': ""Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance."", 'poster_path': '/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 15.9669, 'release_date': '2007-05-19', 'video': False, 'vote_average': 7.263, 'vote_count': 14967}]}",https://image.tmdb.org/t/p/w500/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg,,,2.0,2440,1949-12-12,White,White,Male,50-59,"[0.9967381358146667, 9.993792673412827e-07, 0.0003802402934525162, 0.00037864575278945267, 0.0002807330747600645, 2.8706301236525178e-05, 0.0021924609318375587]","[0.9811620712280273, 2.9726195407420164e-06, 0.01835189387202263, 0.00048308950499631464]","[1.1120683666376863e-05, 4.0978906326927245e-05, 0.0016995550831779838, 0.0036445537116378546, 0.016698241233825684, 0.13697734475135803, 0.6060369610786438, 0.21690230071544647, 0.017988907173275948]","[0.9985180497169495, 0.0014819341013208032]",True,False
115800401,Natalie Portman,"['Star Wars Ep. III: Revenge of the Sith', 'Star Wars Ep. I: The Phantom Menace']","{'adult': False, 'gender': 1, 'id': 524, 'known_for_department': 'Acting', 'name': 'Natalie Portman', 'original_name': 'Natalie Portman', 'popularity': 3.0281, 'profile_path': '/edPU5HxncLWa1YkgRPNkSd68ONG.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/qxTw8OKJLRX1Xb5nR5CcIDnLKoq.jpg', 'id': 44214, 'title': 'Black Swan', 'original_title': 'Black Swan', 'overview': ""The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice."", 'poster_path': '/viWheBd44bouiLCHgNMvahLThqx.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 53, 27], 'popularity': 7.7914, 'release_date': '2010-12-03', 'video': False, 'vote_average': 7.687, 'vote_count': 15065}, {'adult': False, 'backdrop_path': '/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg', 'id': 752, 'title': 'V for Vendetta', 'original_title': 'V for Vendetta', 'overview': 'In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.', 'poster_path': '/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 53, 878], 'popularity': 8.0245, 'release_date': '2006-02-23', 'video': False, 'vote_average': 7.9, 'vote_count': 15056}, {'adult': False, 'backdrop_path': '/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg', 'id': 10195, 'title': 'Thor', 'original_title': 'Thor', 'overview': ""Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."", 'poster_path': '/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 10.6568, 'release_date': '2011-04-21', 'video': False, 'vote_average': 6.768, 'vote_count': 21810}]}",https://image.tmdb.org/t/p/w500/edPU5HxncLWa1YkgRPNkSd68ONG.jpg,,,1.0,524,1981-06-09,White,White,Female,20-29,"[0.9760515689849854, 6.290528290264774e-06, 0.017943140119314194, 2.2015563445165753e-05, 2.2167823772178963e-05, 0.0005332321161404252, 0.005421479698270559]","[0.9934483170509338, 0.00014775467570871115, 0.0003383526927791536, 0.006065557710826397]","[8.50180259526212e-10, 6.366214165609563e-06, 0.025049470365047455, 0.8784828186035156, 0.09604300558567047, 0.0004179019306320697, 3.685393892283173e-07, 2.02863259524122e-09, 2.1118896562088985e-11]","[3.9877572817204054e-06, 0.9999960660934448]",True,False
