movie_odid,display_name,billing,person_odid,person,character,type,role,person_name,DOB,DOB_source,Gender,Gender_source,race_final,race_source,race_scores_fair,wiki_race_tag,wiki_race_tag_clues,wiki_multi_race_tags,race_predicted,in_actorlist,in_directorlist,Race_present,DOB_present,Gender_present,total_people,dob_coverage,gender_coverage,race_coverage
30100,Star Wars Ep. IV: A New Hope,1.0,88340401,George Lucas,,,Director,George Lucas,1944-05-14,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98062605, 2.831653e-05, 0.005350431, 0.00032026475, 0.00030391655, 0.0012699774, 0.012100947]",,,,White,False,True,True,True,True,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
30100,Star Wars Ep. IV: A New Hope,3.0,48440401,Carrie Fisher,Princess Leia Organa,Leading,,Carrie Fisher,1956-10-21,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.99785811, 6.848213e-08, 0.00046788799, 2.2664908e-05, 9.3953395e-06, 1.4873343e-05, 0.0016271325]",,,,White,True,False,True,True,True,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
30100,Star Wars Ep. IV: A New Hope,2.0,600401,Harrison Ford,Han Solo,Leading,,Harrison Ford,1942-07-13,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.880232513, 1.92815405e-05, 0.0124921324, 0.000765032251, 0.000499870337, 0.00045897672, 0.105532214]",White,,,White,True,True,True,True,True,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
30100,Star Wars Ep. IV: A New Hope,4.0,203290401,Camera Gilbert Taylor,,,Screenwriter,Camera Gilbert Taylor,,Unknown,,Unknown,,,,,,,,False,True,False,False,False,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
30100,Star Wars Ep. IV: A New Hope,1.0,60740401,Mark Hamill,Luke Skywalker,Leading,,Mark Hamill,1951-09-25,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99891001, 2.0473422e-06, 0.00031998838, 6.7229229e-07, 3.4824141e-06, 6.3570733e-05, 0.000700259]",,,,White,True,False,True,True,True,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
40100,Shrek 2,8.0,2460401,Andrew Adamson,,,Screenwriter,Andrew Adamson,1966-12-01,Wiki_document,Male,TMDB Image Prediction Model,White,TMDB_Image_FairfaceModel,"[0.99991339, 8.8314005e-09, 1.9455197e-06, 5.7271205e-08, 1.2031873e-07, 1.7626539e-07, 8.4238629e-05]",White,,,White,False,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,1.0,146710401,Conrad Vernon,,,Director,Conrad Vernon,1968-07-11,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9965623, 1.0238626e-05, 0.00087195879, 7.2489752e-06, 7.6639953e-06, 2.1903699e-05, 0.002518764]",,,,White,True,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,9.0,203370401,Joe Stillman,,,Screenwriter,Joe Stillman,1959-08-01,Wiki_document,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.479467, 3.3088079e-05, 0.017031129, 7.040835e-05, 0.00021969264, 0.0018321908, 0.50134653]",,,,White,False,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,1.0,104060401,Mike Myers,Shrek,Leading,,Mike Myers,1963-05-25,Wiki_document,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.95455164, 2.1892483e-05, 0.025352763, 0.00061902084, 0.00054223777, 0.00038456148, 0.018527977]",White,"['Scottish', 'English']",['White'],White,True,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,3.0,2460401,Andrew Adamson,,,Director,Andrew Adamson,1966-12-01,Wiki_document,Male,TMDB Image Prediction Model,White,TMDB_Image_FairfaceModel,"[0.99991339, 8.8314005e-09, 1.9455197e-06, 5.7271205e-08, 1.2031873e-07, 1.7626539e-07, 8.4238629e-05]",White,,,White,False,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,11.0,203390401,David N. Weiss,,,Screenwriter,David N. Weiss,,Unknown,Male,TMDB,White,Wikipedia,,White,"['Reform Jewish', 'Christianity']",,,False,True,True,False,True,10,0.8,0.9,0.9
40100,Shrek 2,10.0,256160401,J. David Stem,,,Screenwriter,J. David Stem,,Unknown,,Unknown,,,,,,,,False,True,False,False,False,10,0.8,0.9,0.9
40100,Shrek 2,2.0,6860401,Kelly Asbury,,,Director,Kelly Asbury,1960-01-15,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99014449, 0.00027991916, 0.00683625, 0.00013209462, 0.00012363563, 0.00017537415, 0.002308321]",,,,White,True,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,2.0,700401,Eddie Murphy,Donkey,Leading,,Eddie Murphy,1961-04-03,Wiki_document,Male,TMDB Image Prediction Model,Black,TMDB_Image_FairfaceModel,"[1.1087168e-06, 0.99984956, 3.9756502e-05, 1.8014795e-07, 3.3042422e-06, 9.9482611e-05, 6.6386879e-06]",Black,['African American'],['Black'],Black,True,True,True,True,True,10,0.8,0.9,0.9
40100,Shrek 2,3.0,590401,Cameron Diaz,Princess Fiona,Leading,,Cameron Diaz,1972-08-30,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.99998534, 5.1163818e-10, 1.9322499e-06, 2.2891436e-08, 4.0244462e-08, 4.2541902e-08, 1.2558973e-05]",Mixed,"['English', 'Cuban', 'Spanish', 'German']","['White', 'Latino / Hispanic']",White,True,False,True,True,True,10,0.8,0.9,0.9
50100,ET: The Extra-Terrestrial,3.0,141560401,Henry Thomas,Elliot,Leading,,Henry Thomas,1971-09-09,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99982345, 1.6582481e-08, 2.6023257e-05, 2.1085429e-05, 8.8713768e-06, 7.1720916e-07, 0.00011986084]",,,,White,True,False,True,True,True,3,1.0,1.0,1.0
50100,ET: The Extra-Terrestrial,1.0,135430401,Steven Spielberg,,,Director,Steven Spielberg,1946-12-18,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98163944, 6.2068364e-05, 0.0022562374, 7.7571145e-05, 0.00016134587, 0.0010078576, 0.014795503]",,,,White,False,True,True,True,True,3,1.0,1.0,1.0
50100,ET: The Extra-Terrestrial,4.0,203560401,Melissa Mathison,,,Screenwriter,Melissa Mathison,1950-06-03,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.97116607, 8.0122873e-06, 0.0075402581, 2.4904916e-06, 8.0403679e-06, 6.5161934e-05, 0.021210158]",,,,White,False,True,True,True,True,3,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,4.0,86720401,Jake Lloyd,Anakin Skywalker,Leading,,Jake Lloyd,1989-03-05,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99921328, 3.3109228e-07, 0.0001440411, 4.086548e-06, 4.3673281e-06, 7.3095174e-07, 0.00063323142]",,,,White,True,False,True,True,True,6,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,3.0,115800401,Natalie Portman,Queen Amidala Padme Naberrie,Leading,,Natalie Portman,1981-06-09,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.98242509, 5.3047888e-06, 0.013282465, 1.9548394e-05, 1.8260744e-05, 0.00036949079, 0.0038797667]",White,,,White,True,True,True,True,True,6,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,1.0,710401,Liam Neeson,Qui-Gon Jinn,Leading,,Liam Neeson,1952-06-07,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99382389, 2.8292251e-07, 0.00019810747, 1.7374183e-05, 1.7632481e-05, 3.1159871e-05, 0.0059115682]",,,,White,True,False,True,True,True,6,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,2.0,88340401,George Lucas,,,Screenwriter,George Lucas,1944-05-14,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98062605, 2.831653e-05, 0.005350431, 0.00032026475, 0.00030391655, 0.0012699774, 0.012100947]",,,,White,False,True,True,True,True,6,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,1.0,88340401,George Lucas,,,Director,George Lucas,1944-05-14,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98062605, 2.831653e-05, 0.005350431, 0.00032026475, 0.00030391655, 0.0012699774, 0.012100947]",,,,White,False,True,True,True,True,6,1.0,1.0,1.0
60100,Star Wars Ep. I: The Phantom Menace,2.0,1290401,Ewan McGregor,Obi-Wan Kenobi,Leading,,Ewan McGregor,1971-03-31,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99995971, 3.9175166e-08, 1.2570389e-05, 8.1078093e-07, 1.6157989e-06, 5.5839121e-07, 2.4796769e-05]",White,,,White,True,True,True,True,True,6,1.0,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,5.0,106110401,Bill Nighy,Davy Jones,Leading,,Bill Nighy,1949-12-12,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99673831, 9.9937893e-07, 0.00038024038, 0.00037864584, 0.00028073325, 2.8706298e-05, 0.0021924616]",,,,White,True,True,True,True,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,1.0,146540401,Gore Verbinski,,,Director,Gore Verbinski,1964-03-16,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99631798, 3.0192838e-05, 0.0020495274, 0.00041571382, 0.00039346324, 0.00025669593, 0.0005364808]",,,,White,False,True,True,True,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,8.0,203670401,Terry Rossio,,,Screenwriter,Terry Rossio,1960-07-02,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99662924, 8.1004816e-07, 0.00093074405, 4.9864095e-05, 1.5725533e-05, 2.4469417e-05, 0.0023490828]",,,,White,False,True,True,True,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,7.0,203660401,Ted Elliott,,,Screenwriter,Ted Elliott,,Unknown,Male,TMDB Image Prediction Model,White,TMDB_Image_FairfaceModel,"[0.99900091, 1.4664408e-07, 6.8389956e-05, 1.2221778e-05, 7.472835e-06, 4.8800903e-06, 0.00090599275]",,,,White,False,True,True,False,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,1.0,580401,Johnny Depp,Captain Jack Sparrow,Leading,,Johnny Depp,1963-06-09,TMDB,Male,TMDB,Mixed,Wikipedia,"[0.24168444, 0.0024311589, 0.66194689, 0.00038048657, 0.0038433506, 0.065670565, 0.024043119]",Mixed,,,Latino_Hispanic,True,True,True,True,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,2.0,15940401,Orlando Bloom,Will Turner,Leading,,Orlando Bloom,1977-01-13,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.95227069, 5.5855693e-05, 0.024378113, 5.9975813e-05, 0.00012707722, 0.00072286365, 0.022385437]",White,,,White,True,True,True,True,True,7,0.8571428571428571,1.0,1.0
70100,Pirates of the Caribbean: Dead Man’s Chest,3.0,78970401,Keira Knightley,Elizabeth Swann,Leading,,Keira Knightley,1985-03-26,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.88283855, 4.2419728e-05, 0.021801749, 0.0001063235, 4.1040472e-05, 0.0027582464, 0.092411727]",,,,White,True,False,True,True,True,7,0.8571428571428571,1.0,1.0
80100,Spider-Man,6.0,79280401,David Koepp,,,Screenwriter,David Koepp,1963-06-09,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9997018, 4.0429924e-07, 0.00015764846, 2.1176297e-06, 2.5637223e-06, 5.4285506e-06, 0.00012991823]",White,"['English', 'Irish', 'German']",,White,False,True,True,True,True,3,1.0,1.0,1.0
80100,Spider-Man,1.0,117920401,Sam Raimi,,,Director,Sam Raimi,1959-10-23,TMDB,Male,TMDB,White,Wikipedia,"[0.45042181, 0.00020414309, 0.20552678, 0.035651766, 0.0076144659, 0.002387864, 0.2981931]",White,"['Jewish', 'Jewish American']",,White,False,True,True,True,True,3,1.0,1.0,1.0
80100,Spider-Man,1.0,90320401,Tobey Maguire,Spider-Man/Peter Parker,Leading,,Tobey Maguire,1975-06-27,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99611217, 1.2545635e-06, 0.0017893888, 2.2034081e-05, 3.7467289e-05, 0.00027925803, 0.001758427]",Mixed,"['German', 'Austrian', 'English', 'Scottish', 'Puerto Rican', 'Irish']","['White', 'Latino / Hispanic']",White,True,True,True,True,True,3,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,3.0,109030401,Roberto Orci,,,Screenwriter,Roberto Orci,1973-07-20,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99219286, 7.4676495e-07, 0.0036542243, 4.4356384e-06, 6.6114521e-06, 7.0093913e-05, 0.0040709805]",Latino_Hispanic,"['Mexican', 'Cuban']",,White,False,True,True,True,True,6,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,1.0,11530401,Michael Bay,,,Director,Michael Bay,1965-02-17,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99955678, 2.0942225e-07, 0.0001362453, 1.0038871e-05, 2.0108138e-05, 1.0339057e-05, 0.00026626393]",White,"['Jewish', 'Jewish American']",,White,False,True,True,True,True,6,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,4.0,80570401,Alex Kurtzman,,,Screenwriter,Alex Kurtzman,1973-09-07,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.86917496, 8.7121844e-05, 0.055064071, 0.0021357436, 0.0006505003, 0.0092005683, 0.063687079]",White,['Jewish American'],,White,False,True,True,True,True,6,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,2.0,182170401,Ehren Kruger,,,Screenwriter,Ehren Kruger,1972-10-05,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9999482, 1.3679475e-09, 6.959348e-06, 1.429812e-06, 1.1427395e-06, 4.1891434e-07, 4.1869924e-05]",,,,White,False,True,True,True,True,6,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,2.0,50340401,Megan Fox,Mikaela Banes,Leading,,Megan Fox,1986-05-16,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.038429212, 0.0019749396, 0.61612898, 0.00050074258, 0.00076467003, 0.2838642, 0.058337253]",,,[],Latino_Hispanic,True,False,True,True,True,6,1.0,1.0,1.0
90100,Transformers: Revenge of the Fallen,1.0,80850401,Shia LaBeouf,Sam Witwicky,Leading,,Shia LaBeouf,1986-06-11,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.90573305, 0.00020121527, 0.05058565, 0.0003550555, 0.0004044167, 0.0010341447, 0.041686516]",White,"['Jewish', 'Jewish American', 'French']",['White'],White,True,True,True,True,True,6,1.0,1.0,1.0
100100,Star Wars Ep. III: Revenge of the Sith,2.0,88340401,George Lucas,,,Screenwriter,George Lucas,1944-05-14,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98062605, 2.831653e-05, 0.005350431, 0.00032026475, 0.00030391655, 0.0012699774, 0.012100947]",,,,White,False,True,True,True,True,5,1.0,1.0,1.0
100100,Star Wars Ep. III: Revenge of the Sith,1.0,88340401,George Lucas,,,Director,George Lucas,1944-05-14,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98062605, 2.831653e-05, 0.005350431, 0.00032026475, 0.00030391655, 0.0012699774, 0.012100947]",,,,White,False,True,True,True,True,5,1.0,1.0,1.0
100100,Star Wars Ep. III: Revenge of the Sith,2.0,115800401,Natalie Portman,Padmé Amidala,Leading,,Natalie Portman,1981-06-09,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.98242509, 5.3047888e-06, 0.013282465, 1.9548394e-05, 1.8260744e-05, 0.00036949079, 0.0038797667]",White,,,White,True,True,True,True,True,5,1.0,1.0,1.0
100100,Star Wars Ep. III: Revenge of the Sith,3.0,28330401,Hayden Christensen,Anakin Skywalker/Darth Vader,Leading,,Hayden Christensen,1981-04-19,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9980191, 1.2312923e-06, 0.00035554112, 1.4717404e-05, 8.9280893e-06, 9.5004356e-07, 0.0015995217]",,,,White,True,True,True,True,True,5,1.0,1.0,1.0
100100,Star Wars Ep. III: Revenge of the Sith,1.0,1290401,Ewan McGregor,"Obi-Wan ""Ben"" Kenobi",Leading,,Ewan McGregor,1971-03-31,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99995971, 3.9175166e-08, 1.2570389e-05, 8.1078093e-07, 1.6157989e-06, 5.5839121e-07, 2.4796769e-05]",White,,,White,True,True,True,True,True,5,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,12.0,70790401,Peter Jackson,,,Screenwriter,Peter Jackson,1961-10-31,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.90868014, 9.6746895e-05, 0.01927221, 1.0610176e-05, 2.425499e-05, 0.0022255243, 0.069690429]",White,"['English', 'England']",,White,False,True,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,10.0,203920401,Fran Walsh,,,Screenwriter,Fran Walsh,1959-01-10,Wiki_document,Female,TMDB Image Prediction Model,White,Wikipedia,"[0.40061113, 0.0011443316, 0.39985541, 0.00026121119, 0.00082413724, 0.035945319, 0.16135852]",White,['Irish'],,White,False,True,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,11.0,17880401,Philippa Boyens,,,Screenwriter,Philippa Boyens,1962-01-01,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.99746126, 1.0099891e-06, 0.0020358113, 1.9468503e-06, 3.3336332e-06, 1.8790462e-05, 0.00047789345]",White,,,White,False,True,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,2.0,1300401,Ian McKellen,Gandalf,Leading,,Ian McKellen,1939-05-25,TMDB,Male,TMDB,White,Wikipedia,"[0.24448796, 0.00097235, 0.05294954, 0.0264831, 0.01076478, 0.00742974, 0.65691257]",White,,,White,True,True,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,11.0,15940401,Orlando Bloom,Legolas,Leading,,Orlando Bloom,1977-01-13,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.95227069, 5.5855693e-05, 0.024378113, 5.9975813e-05, 0.00012707722, 0.00072286365, 0.022385437]",White,,,White,True,True,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,4.0,102510401,Viggo Mortensen,Aragorn,Leading,,Viggo Mortensen,1958-10-20,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.97913641, 2.6522917e-05, 0.011999036, 0.00053889287, 0.00094367762, 0.0017602388, 0.0055952347]",White,"['American', 'English', 'Canadian', 'Danish', 'Norwegian']",['White'],White,True,False,True,True,True,7,1.0,1.0,1.0
110100,The Lord of the Rings: The Return of the King,1.0,70790401,Peter Jackson,,,Director,Peter Jackson,1961-10-31,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.90868014, 9.6746895e-05, 0.01927221, 1.0610176e-05, 2.425499e-05, 0.0022255243, 0.069690429]",White,"['English', 'England']",,White,False,True,True,True,True,7,1.0,1.0,1.0
120100,Spider-Man 2,1.0,90320401,Tobey Maguire,Spider-Man/Peter Parker,Leading,,Tobey Maguire,1975-06-27,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.99611217, 1.2545635e-06, 0.0017893888, 2.2034081e-05, 3.7467289e-05, 0.00027925803, 0.001758427]",Mixed,,,White,True,True,True,True,True,3,1.0,1.0,1.0
120100,Spider-Man 2,1.0,117920401,Sam Raimi,,,Director,Sam Raimi,1959-10-23,TMDB,Male,TMDB,White,Wikipedia,"[0.45042181, 0.00020414309, 0.20552678, 0.035651766, 0.0076144659, 0.002387864, 0.2981931]",White,,,White,False,True,True,True,True,3,1.0,1.0,1.0
120100,Spider-Man 2,2.0,204000401,Alvin Sargent,,,Screenwriter,Alvin Sargent,1927-04-12,TMDB,Male,TMDB,White,Wikipedia,"[0.52379757, 0.00017427388, 0.034828003, 0.00028889679, 0.00015497545, 0.0017341662, 0.43902206]",White,"['Jewish', 'Russian Jewish']",,White,False,True,True,True,True,3,1.0,1.0,1.0
130100,The Passion of the Christ,6.0,630401,Mel Gibson,,,Producer,Mel Gibson,1956-01-03,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.20457032, 0.00012774121, 0.0092248796, 8.1654316e-06, 1.3665907e-05, 0.0033338352, 0.7827214]",White,"['Irish American', 'Irish', 'Australian']",,White,True,True,True,True,True,5,1.0,1.0,0.8
130100,The Passion of the Christ,1.0,630401,Mel Gibson,,,Director,Mel Gibson,1956-01-03,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.20457032, 0.00012774121, 0.0092248796, 8.1654316e-06, 1.3665907e-05, 0.0033338352, 0.7827214]",White,"['Irish American', 'Irish', 'Australian']",,White,True,True,True,True,True,5,1.0,1.0,0.8
130100,The Passion of the Christ,1.0,25970401,James Caviezel,Jesus ,Leading,,James Caviezel,1968-09-26,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.94149548, 7.2740108e-06, 0.04229632, 9.5762269e-05, 0.00024351274, 0.0030508104, 0.012810857]",White,"['Swiss', 'Slovak', 'Romansh', 'Catholic', 'Irish']",['White'],White,True,True,True,True,True,5,1.0,1.0,0.8
130100,The Passion of the Christ,3.0,630401,Mel Gibson,,,Screenwriter,Mel Gibson,1956-01-03,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.20457032, 0.00012774121, 0.0092248796, 8.1654316e-06, 1.3665907e-05, 0.0033338352, 0.7827214]",White,"['Irish American', 'Irish', 'Australian']",,White,True,True,True,True,True,5,1.0,1.0,0.8
130100,The Passion of the Christ,2.0,204050401,Benedict Fitzgerald,,,Screenwriter,Benedict Fitzgerald,1949-03-09,TMDB,Male,TMDB,,,,,,,,False,True,False,True,True,5,1.0,1.0,0.8
140100,Jurassic Park,4.0,33350401,Michael Crichton,,,Screenwriter,Michael Crichton,1942-10-23,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.97724819, 9.2410673e-06, 0.0011212466, 9.2316841e-05, 5.3477583e-05, 0.00020055937, 0.021274881]",,,,White,False,True,True,True,True,3,1.0,1.0,1.0
140100,Jurassic Park,5.0,79280401,David Koepp,,,Screenwriter,David Koepp,1963-06-09,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9997018, 4.0429924e-07, 0.00015764846, 2.1176297e-06, 2.5637223e-06, 5.4285506e-06, 0.00012991823]",White,,,White,False,True,True,True,True,3,1.0,1.0,1.0
140100,Jurassic Park,1.0,135430401,Steven Spielberg,,,Director,Steven Spielberg,1946-12-18,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.98163944, 6.2068364e-05, 0.0022562374, 7.7571145e-05, 0.00016134587, 0.0010078576, 0.014795503]",,,,White,False,True,True,True,True,3,1.0,1.0,1.0
150100,The Lord of the Rings: The Two Towers,4.0,102510401,Viggo Mortensen,Aragorn,Leading,,Viggo Mortensen,1958-10-20,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.97913641, 2.6522917e-05, 0.011999036, 0.00053889287, 0.00094367762, 0.0017602388, 0.0055952347]",White,,,White,True,False,True,True,True,8,0.875,1.0,1.0
